"","gene","chrom","loc.start","loc.end","description","gene.name","biotype","chrom.strand","chrom.band"
"5434","ENSG00000116922","1",37681570,37692249,"chromosome 1 open reading frame 109 [Source:HGNC Symbol;Acc:HGNC:26039]","C1orf109","protein_coding",-1,"p34.3"
"5435","ENSG00000134690","1",37692481,37709719,"cell division cycle associated 8 [Source:HGNC Symbol;Acc:HGNC:14629]","CDCA8","protein_coding",1,"p34.3"
"5436","ENSG00000183317","1",37713880,37765133,"EPH receptor A10 [Source:HGNC Symbol;Acc:HGNC:19987]","EPHA10","protein_coding",-1,"p34.3"
"5440","ENSG00000185090","1",37793847,37801137,"mannosidase endo-alpha like [Source:HGNC Symbol;Acc:HGNC:26452]","MANEAL","protein_coding",1,"p34.3"
"5442","ENSG00000196449","1",37802945,37808208,"yrdC N6-threonylcarbamoyltransferase domain containing [Source:HGNC Symbol;Acc:HGNC:28905]","YRDC","protein_coding",-1,"p34.3"
"5443","ENSG00000197982","1",37806979,37809454,"chromosome 1 open reading frame 122 [Source:HGNC Symbol;Acc:HGNC:24789]","C1orf122","protein_coding",1,"p34.3"
"5444","ENSG00000188786","1",37809574,37859592,"metal regulatory transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:7428]","MTF1","protein_coding",-1,"p34.3"
"5447","ENSG00000204084","1",37860697,37947053,"inositol polyphosphate-5-phosphatase B [Source:HGNC Symbol;Acc:HGNC:6077]","INPP5B","protein_coding",-1,"p34.3"
"5451","ENSG00000183431","1",37956975,37990075,"splicing factor 3a subunit 3 [Source:HGNC Symbol;Acc:HGNC:10767]","SF3A3","protein_coding",-1,"p34.3"
"5453","ENSG00000183386","1",37996770,38005606,"four and a half LIM domains 3 [Source:HGNC Symbol;Acc:HGNC:3704]","FHL3","protein_coding",-1,"p34.3"
"5454","ENSG00000183520","1",38009258,38024820,"UTP11 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24329]","UTP11","protein_coding",1,"p34.3"
"5455","ENSG00000185668","1",38043829,38046793,"POU class 3 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9214]","POU3F1","protein_coding",-1,"p34.3"
"5465","ENSG00000178028","1",44213455,44220681,"DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18291]","DMAP1","protein_coding",1,"p34.1"
"5466","ENSG00000117419","1",44221070,44355260,"ERI1 exoribonuclease family member 3 [Source:HGNC Symbol;Acc:HGNC:17276]","ERI3","protein_coding",-1,"p34.1"
"5468","ENSG00000187147","1",44405194,44651723,"ring finger protein 220 [Source:HGNC Symbol;Acc:HGNC:25552]","RNF220","protein_coding",1,"p34.1"
"5470","ENSG00000132128","1",46261196,46303616,"leucine rich repeat containing 41 [Source:HGNC Symbol;Acc:HGNC:16917]","LRRC41","protein_coding",-1,"p33"
"5471","ENSG00000173660","1",46303698,46316776,"ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:HGNC:12590]","UQCRH","protein_coding",1,"p33"
"5472","ENSG00000117481","1",46340789,46365152,"NOP2/Sun RNA methyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:31802]","NSUN4","protein_coding",1,"p33"
"5474","ENSG00000117480","1",46394317,46413848,"fatty acid amide hydrolase [Source:HGNC Symbol;Acc:HGNC:3553]","FAAH","protein_coding",1,"p33"
"5476","ENSG00000197587","1",46489836,46516216,"diencephalon/mesencephalon homeobox 1 [Source:HGNC Symbol;Acc:HGNC:19026]","DMBX1","protein_coding",1,"p33"
"5477","ENSG00000203995","1",52842511,52894998,"zyg-11 family member A, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:32058]","ZYG11A","protein_coding",1,"p32.3"
"5479","ENSG00000121310","1",52895910,52927212,"enoyl-CoA hydratase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23408]","ECHDC2","protein_coding",-1,"p32.3"
"5482","ENSG00000116171","1",52927276,53051698,"sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]","SCP2","protein_coding",1,"p32.3"
"5489","ENSG00000174348","1",53062052,53085501,"podocan [Source:HGNC Symbol;Acc:HGNC:23174]","PODN","protein_coding",1,"p32.3"
"5492","ENSG00000162383","1",53087179,53142638,"solute carrier family 1 member 7 [Source:HGNC Symbol;Acc:HGNC:10945]","SLC1A7","protein_coding",-1,"p32.3"
"5497","ENSG00000162604","1",61681046,61725423,"TM2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24142]","TM2D1","protein_coding",-1,"p31.3"
"5499","ENSG00000173218","1",115641970,115698224,"VANGL planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:15512]","VANGL1","protein_coding",1,"p13.1"
"5500","ENSG00000118729","1",115700021,115768884,"calsequestrin 2 [Source:HGNC Symbol;Acc:HGNC:1513]","CASQ2","protein_coding",-1,"p13.1"
"5501","ENSG00000177551","1",115836377,115843917,"nescient helix-loop-helix 2 [Source:HGNC Symbol;Acc:HGNC:7818]","NHLH2","protein_coding",-1,"p13.1"
"5504","ENSG00000122477","1",100148448,100178267,"leucine rich repeat containing 39 [Source:HGNC Symbol;Acc:HGNC:28228]","LRRC39","protein_coding",-1,"p21.2"
"5506","ENSG00000240038","1",103553815,103579534,"amylase alpha 2B [Source:HGNC Symbol;Acc:HGNC:478]","AMY2B","protein_coding",1,"p21.1"
"5508","ENSG00000197323","1",114392790,114511203,"tripartite motif containing 33 [Source:HGNC Symbol;Acc:HGNC:16290]","TRIM33","protein_coding",-1,"p13.2"
"5513","ENSG00000116752","1",114567557,114581629,"BCAS2 pre-mRNA processing factor [Source:HGNC Symbol;Acc:HGNC:975]","BCAS2","protein_coding",-1,"p13.2"
"5514","ENSG00000175984","1",114582848,114670422,"DENN domain containing 2C [Source:HGNC Symbol;Acc:HGNC:24748]","DENND2C","protein_coding",-1,"p13.2"
"5515","ENSG00000143321","1",156742109,156766925,"heparin binding growth factor [Source:HGNC Symbol;Acc:HGNC:4856]","HDGF","protein_coding",-1,"q23.1"
"5517","ENSG00000160679","1",153633982,153646306,"chromatin target of PRMT1 [Source:HGNC Symbol;Acc:HGNC:24511]","CHTOP","protein_coding",1,"q21.3"
"5518","ENSG00000213088","1",159204875,159206500,"atypical chemokine receptor 1 (Duffy blood group) [Source:HGNC Symbol;Acc:HGNC:4035]","ACKR1","protein_coding",1,"q23.2"
"5524","ENSG00000188859","1",166057426,166167001,"family with sequence similarity 78 member B [Source:HGNC Symbol;Acc:HGNC:13495]","FAM78B","protein_coding",-1,"q24.1"
"5533","ENSG00000094975","1",172532349,172611833,"SUN domain containing ossification factor [Source:HGNC Symbol;Acc:HGNC:1240]","SUCO","protein_coding",1,"q24.3"
"5541","ENSG00000116161","1",174999163,175012027,"calcyclin binding protein [Source:HGNC Symbol;Acc:HGNC:30423]","CACYBP","protein_coding",1,"q25.1"
"5542","ENSG00000120333","1",175010789,175023425,"mitochondrial ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:14049]","MRPS14","protein_coding",-1,"q25.1"
"5545","ENSG00000120332","1",175067833,175148075,"tenascin N [Source:HGNC Symbol;Acc:HGNC:22942]","TNN","protein_coding",1,"q25.1"
"5546","ENSG00000235750","1",175156986,175192999,"KIAA0040 [Source:HGNC Symbol;Acc:HGNC:28950]","KIAA0040","protein_coding",-1,"q25.1"
"5550","ENSG00000116147","1",175315194,175743595,"tenascin R [Source:HGNC Symbol;Acc:HGNC:11953]","TNR","protein_coding",-1,"q25.1"
"5553","ENSG00000159173","1",201403784,201429866,"troponin I1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11945]","TNNI1","protein_coding",-1,"q32.1"
"5555","ENSG00000163431","1",201896456,201946548,"leiomodin 1 [Source:HGNC Symbol;Acc:HGNC:6647]","LMOD1","protein_coding",-1,"q32.1"
"5556","ENSG00000134375","1",201955503,201970664,"translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315]","TIMM17A","protein_coding",1,"q32.1"
"5559","ENSG00000176393","1",201982372,202006147,"arginyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:10078]","RNPEP","protein_coding",1,"q32.1"
"5562","ENSG00000117222","1",205086142,205122015,"RB binding protein 5, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:9888]","RBBP5","protein_coding",-1,"q32.1"
"5564","ENSG00000133059","1",205142505,205211702,"dual serine/threonine and tyrosine protein kinase [Source:HGNC Symbol;Acc:HGNC:29043]","DSTYK","protein_coding",-1,"q32.1"
"5566","ENSG00000133069","1",205227946,205285632,"transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]","TMCC2","protein_coding",1,"q32.1"
"5569","ENSG00000117691","1",212432920,212446379,"neudesin neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:30384]","NENF","protein_coding",1,"q32.3"
"5575","ENSG00000162772","1",212565334,212620777,"activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]","ATF3","protein_coding",1,"q32.3"
"5577","ENSG00000162771","1",212624474,212626775,"golgi associated RAB2 interactor family member 4 [Source:HGNC Symbol;Acc:HGNC:26541]","GARIN4","protein_coding",1,"q32.3"
"5580","ENSG00000123685","1",212686417,212699840,"basic leucine zipper ATF-like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:28915]","BATF3","protein_coding",-1,"q32.3"
"5584","ENSG00000117707","1",213983181,214041510,"prospero homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9459]","PROX1","protein_coding",1,"q32.3"
"5592","ENSG00000143756","1",224114111,224162047,"F-box protein 28 [Source:HGNC Symbol;Acc:HGNC:29046]","FBXO28","protein_coding",1,"q42.11"
"5593","ENSG00000143753","1",224175756,224193441,"delta 4-desaturase, sphingolipid 1 [Source:HGNC Symbol;Acc:HGNC:13709]","DEGS1","protein_coding",1,"q42.11"
"5594","ENSG00000143786","1",224434660,224740554,"cornichon family AMPA receptor auxiliary protein 3 [Source:HGNC Symbol;Acc:HGNC:26802]","CNIH3","protein_coding",1,"q42.12"
"5597","ENSG00000116918","1",231528541,231566524,"translin associated factor X [Source:HGNC Symbol;Acc:HGNC:12380]","TSNAX","protein_coding",1,"q42.2"
"5598","ENSG00000270106","1",231528653,231819244,"TSNAX-DISC1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49177]","TSNAX-DISC1","protein_coding",1,"q42.2"
"5600","ENSG00000162946","1",231626790,232041272,"DISC1 scaffold protein [Source:HGNC Symbol;Acc:HGNC:2888]","DISC1","protein_coding",1,"q42.2"
"5607","ENSG00000286015","1",248681249,248748349,"novel protein","","protein_coding",-1,"q44"
"5608","ENSG00000259823","1",248739415,248755759,"LY6/PLAUR domain containing 8 [Source:HGNC Symbol;Acc:HGNC:44208]","LYPD8","protein_coding",-1,"q44"
"5612","ENSG00000160097","1",32862268,32872482,"fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20240]","FNDC5","protein_coding",-1,"p35.1"
"5613","ENSG00000160789","1",156082573,156140081,"lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]","LMNA","protein_coding",1,"q22"
"5614","ENSG00000169174","1",55039447,55064852,"proprotein convertase subtilisin/kexin type 9 [Source:HGNC Symbol;Acc:HGNC:20001]","PCSK9","protein_coding",1,"p32.3"
"5616","ENSG00000143147","1",168079542,168137667,"G protein-coupled receptor 161 [Source:HGNC Symbol;Acc:HGNC:23694]","GPR161","protein_coding",-1,"q24.2"
"5617","ENSG00000143155","1",168178962,168202109,"TOR signaling pathway regulator [Source:HGNC Symbol;Acc:HGNC:30231]","TIPRL","protein_coding",1,"q24.2"
"5620","ENSG00000118194","1",201359008,201377764,"troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]","TNNT2","protein_coding",-1,"q32.1"
"5621","ENSG00000143252","1",161314381,161363206,"succinate dehydrogenase complex subunit C [Source:HGNC Symbol;Acc:HGNC:10682]","SDHC","protein_coding",1,"q23.3"
"5624","ENSG00000117118","1",17018664,17054032,"succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]","SDHB","protein_coding",-1,"p36.13"
"5629","ENSG00000076356","1",208022242,208244384,"plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100]","PLXNA2","protein_coding",-1,"q32.2"
"5635","ENSG00000077254","1",77695987,77759852,"ubiquitin specific peptidase 33 [Source:HGNC Symbol;Acc:HGNC:20059]","USP33","protein_coding",-1,"p31.1"
"5637","ENSG00000180488","1",77779624,77879540,"mitoguardin 1 [Source:HGNC Symbol;Acc:HGNC:24741]","MIGA1","protein_coding",1,"p31.1"
"5639","ENSG00000198626","1",237042184,237833988,"ryanodine receptor 2 [Source:HGNC Symbol;Acc:HGNC:10484]","RYR2","protein_coding",1,"q43"
"5640","ENSG00000065135","1",109548615,109600195,"G protein subunit alpha i3 [Source:HGNC Symbol;Acc:HGNC:4387]","GNAI3","protein_coding",1,"p13.3"
"5641","ENSG00000160818","1",156594301,156601496,"G-patch domain containing 4 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:25982]","GPATCH4","protein_coding",-1,"q23.1"
"5642","ENSG00000132781","1",45329163,45340893,"mutY DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7527]","MUTYH","protein_coding",-1,"p34.1"
"5643","ENSG00000119535","1",36466043,36483278,"colony stimulating factor 3 receptor [Source:HGNC Symbol;Acc:HGNC:2439]","CSF3R","protein_coding",-1,"p34.3"
"5644","ENSG00000116990","1",39895428,39902256,"MYCL proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7555]","MYCL","protein_coding",-1,"p34.2"
"5645","ENSG00000142615","1",15456728,15472091,"chymotrypsin like elastase 2A [Source:HGNC Symbol;Acc:HGNC:24609]","CELA2A","protein_coding",1,"p36.21"
"5646","ENSG00000215704","1",15465909,15491395,"chymotrypsin like elastase 2B [Source:HGNC Symbol;Acc:HGNC:29995]","CELA2B","protein_coding",1,"p36.21"
"5647","ENSG00000132906","1",15490832,15526534,"caspase 9 [Source:HGNC Symbol;Acc:HGNC:1511]","CASP9","protein_coding",-1,"p36.21"
"5648","ENSG00000116138","1",15526813,15592379,"DnaJ heat shock protein family (Hsp40) member C16 [Source:HGNC Symbol;Acc:HGNC:29157]","DNAJC16","protein_coding",1,"p36.21"
"5651","ENSG00000116771","1",15571699,15585051,"agmatinase [Source:HGNC Symbol;Acc:HGNC:18407]","AGMAT","protein_coding",-1,"p36.21"
"5656","ENSG00000197312","1",15617458,15669044,"DNA damage inducible 1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:24578]","DDI2","protein_coding",1,"p36.21"
"5657","ENSG00000215695","1",15659713,15662033,"regulator of solute carriers 1 [Source:HGNC Symbol;Acc:HGNC:10458]","RSC1A1","protein_coding",1,"p36.21"
"5659","ENSG00000116786","1",15684320,15734769,"pleckstrin homology and RUN domain containing M2 [Source:HGNC Symbol;Acc:HGNC:29131]","PLEKHM2","protein_coding",1,"p36.21"
"5668","ENSG00000196139","10",5035354,5107686,"aldo-keto reductase family 1 member C3 [Source:HGNC Symbol;Acc:HGNC:386]","AKR1C3","protein_coding",1,"p15.1"
"5672","ENSG00000178462","10",5393101,5404828,"tubulin alpha like 3 [Source:HGNC Symbol;Acc:HGNC:23534]","TUBAL3","protein_coding",-1,"p15.1"
"5675","ENSG00000185736","10",1177313,1737525,"adenosine deaminase RNA specific B2 (inactive) [Source:HGNC Symbol;Acc:HGNC:227]","ADARB2","protein_coding",-1,"p15.3"
"5690","ENSG00000178473","10",5364966,5374692,"urocortin 3 [Source:HGNC Symbol;Acc:HGNC:17781]","UCN3","protein_coding",1,"p15.1"
"5691","ENSG00000067082","10",3775996,3785281,"KLF transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:2235]","KLF6","protein_coding",-1,"p15.2"
"5693","ENSG00000165629","10",7788147,7807815,"ATP synthase F1 subunit gamma [Source:HGNC Symbol;Acc:HGNC:833]","ATP5F1C","protein_coding",1,"p14"
"5707","ENSG00000151655","10",7703316,7749520,"inter-alpha-trypsin inhibitor heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:6167]","ITIH2","protein_coding",1,"p14"
"5713","ENSG00000151468","10",12896625,13099652,"coiled-coil domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23813]","CCDC3","protein_coding",-1,"p13"
"5717","ENSG00000151657","10",7750962,7787993,"Kin17 DNA and RNA binding protein [Source:HGNC Symbol;Acc:HGNC:6327]","KIN","protein_coding",-1,"p14"
"5723","ENSG00000176244","10",15075475,15088776,"acyl-CoA binding domain containing 7 [Source:HGNC Symbol;Acc:HGNC:17715]","ACBD7","protein_coding",-1,"p13"
"5726","ENSG00000152464","10",15097180,15139818,"ribonuclease P/MRP subunit p38 [Source:HGNC Symbol;Acc:HGNC:30329]","RPP38","protein_coding",1,"p13"
"5727","ENSG00000123243","10",7559270,7666998,"inter-alpha-trypsin inhibitor heavy chain 5 [Source:HGNC Symbol;Acc:HGNC:21449]","ITIH5","protein_coding",-1,"p14"
"5730","ENSG00000260314","10",17809348,17911164,"mannose receptor C-type 1 [Source:HGNC Symbol;Acc:HGNC:7228]","MRC1","protein_coding",1,"p12.33"
"5734","ENSG00000107611","10",16823966,17129811,"cubilin [Source:HGNC Symbol;Acc:HGNC:2548]","CUBN","protein_coding",-1,"p13"
"5740","ENSG00000107614","10",17137336,17202054,"tRNA aspartic acid methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2977]","TRDMT1","protein_coding",-1,"p13"
"5741","ENSG00000148481","10",15778170,15860507,"MINDY lysine 48 deubiquitinase 3 [Source:HGNC Symbol;Acc:HGNC:23578]","MINDY3","protein_coding",-1,"p13"
"5743","ENSG00000165309","10",22928024,23038523,"armadillo repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:30964]","ARMC3","protein_coding",1,"p12.2"
"5755","ENSG00000150867","10",22534854,22714578,"phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8997]","PIP4K2A","protein_coding",-1,"p12.2"
"5757","ENSG00000179133","10",23202696,23344845,"chromosome 10 open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:28716]","C10orf67","protein_coding",-1,"p12.2"
"5760","ENSG00000198610","10",5195462,5218949,"aldo-keto reductase family 1 member C4 [Source:HGNC Symbol;Acc:HGNC:387]","AKR1C4","protein_coding",1,"p15.1"
"5761","ENSG00000204740","10",19048801,19790401,"MAM and LDL receptor class A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24331]","MALRD1","protein_coding",1,"p12.31"
"5763","ENSG00000148488","10",17315421,17454595,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23317]","ST8SIA6","protein_coding",-1,"p12.33"
"5764","ENSG00000136750","10",26216665,26304558,"glutamate decarboxylase 2 [Source:HGNC Symbol;Acc:HGNC:4093]","GAD2","protein_coding",1,"p12.1"
"5765","ENSG00000150051","10",27672874,27746060,"mohawk homeobox [Source:HGNC Symbol;Acc:HGNC:23729]","MKX","protein_coding",-1,"p12.1"
"5766","ENSG00000263761","10",47322454,47327588,"growth differentiation factor 2 [Source:HGNC Symbol;Acc:HGNC:4217]","GDF2","protein_coding",1,"q11.22"
"5767","ENSG00000169126","10",27775186,27999079,"outer dynein arm docking complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:25583]","ODAD2","protein_coding",-1,"p12.1"
"5770","ENSG00000077943","10",15513954,15719922,"integrin subunit alpha 8 [Source:HGNC Symbol;Acc:HGNC:6144]","ITGA8","protein_coding",-1,"p13"
"5778","ENSG00000148482","10",17951839,18043292,"solute carrier family 39 member 12 [Source:HGNC Symbol;Acc:HGNC:20860]","SLC39A12","protein_coding",1,"p12.33"
"5786","ENSG00000172671","10",45615500,45672780,"zinc finger AN1-type containing 4 [Source:HGNC Symbol;Acc:HGNC:23504]","ZFAND4","protein_coding",-1,"q11.22"
"5788","ENSG00000095777","10",25934229,26212532,"myosin IIIA [Source:HGNC Symbol;Acc:HGNC:7601]","MYO3A","protein_coding",1,"p12.1"
"5796","ENSG00000148450","10",23095579,23122013,"methionine sulfoxide reductase B2 [Source:HGNC Symbol;Acc:HGNC:17061]","MSRB2","protein_coding",1,"p12.2"
"5798","ENSG00000256574","10",45302298,45315608,"olfactory receptor family 13 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:14772]","OR13A1","protein_coding",-1,"q11.21"
"5800","ENSG00000168267","10",23192312,23194245,"pancreas associated transcription factor 1a [Source:HGNC Symbol;Acc:HGNC:23734]","PTF1A","protein_coding",1,"p12.2"
"5801","ENSG00000099256","10",24848614,24952606,"phosphoribosyl transferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23333]","PRTFDC1","protein_coding",-1,"p12.1"
"5819","ENSG00000151023","10",24981979,25062279,"enkurin, TRPC channel interacting protein [Source:HGNC Symbol;Acc:HGNC:28388]","ENKUR","protein_coding",-1,"p12.1"
"5820","ENSG00000136770","10",21756548,22003769,"DnaJ heat shock protein family (Hsp40) member C1 [Source:HGNC Symbol;Acc:HGNC:20090]","DNAJC1","protein_coding",-1,"p12.31"
"5831","ENSG00000165443","10",59176643,59247774,"phytanoyl-CoA 2-hydroxylase interacting protein like [Source:HGNC Symbol;Acc:HGNC:29378]","PHYHIPL","protein_coding",1,"q21.1"
"5839","ENSG00000265203","10",47348363,47357881,"retinol binding protein 3 [Source:HGNC Symbol;Acc:HGNC:9921]","RBP3","protein_coding",1,"q11.22"
